,IdRol,DescripcionRol,EstadoRol
410,Rol00000411,Alias aperiam suscipit quasi atque ducimus totam perspiciatis.,Inactivo
411,Rol00000412,Eius atque quae voluptas fugiat.,Inactivo
412,Rol00000413,Repellat quae placeat debitis.,Activo
413,Rol00000414,Perspiciatis laborum sapiente est blanditiis.,Activo
414,Rol00000415,Cum perferendis ipsam repudiandae.,Activo
415,Rol00000416,Debitis neque quam possimus laudantium.,Activo
416,Rol00000417,Maxime doloribus reprehenderit sit.,Inactivo
417,Rol00000418,Optio esse accusamus excepturi.,Activo
418,Rol00000419,Ad natus perferendis.,Inactivo
419,Rol00000420,Porro laborum commodi.,Inactivo
420,Rol00000421,Temporibus deserunt deserunt dolore occaecati.,Inactivo
421,Rol00000422,Dolores tenetur praesentium.,Activo
422,Rol00000423,Architecto ex iure perspiciatis dignissimos esse architecto excepturi.,Activo
423,Rol00000424,Corporis praesentium magnam autem eligendi.,Activo
424,Rol00000425,Natus molestias sequi perferendis velit voluptatibus molestias.,Inactivo
425,Rol00000426,Ipsum atque iure deleniti odio ducimus.,Activo
426,Rol00000427,Voluptate alias ratione animi officia.,Activo
427,Rol00000428,Numquam assumenda est voluptate.,Activo
428,Rol00000429,Rerum numquam consequatur quidem.,Inactivo
429,Rol00000430,Doloribus corporis rem totam necessitatibus voluptatibus.,Inactivo
430,Rol00000431,Officia tempore nihil facilis tempora doloribus.,Activo
431,Rol00000432,Cupiditate illo placeat harum.,Inactivo
432,Rol00000433,Harum et suscipit modi.,Inactivo
433,Rol00000434,Itaque error nemo accusamus.,Inactivo
434,Rol00000435,Dolores odio doloremque.,Activo
435,Rol00000436,Placeat accusantium quibusdam reiciendis voluptates facere.,Inactivo
436,Rol00000437,Excepturi deserunt laudantium voluptatum autem necessitatibus tempore.,Inactivo
437,Rol00000438,Ipsam eius dolorum minus tenetur quas doloribus minus.,Inactivo
438,Rol00000439,Praesentium laudantium molestiae numquam distinctio.,Activo
439,Rol00000440,Vel minus quia vero.,Inactivo
440,Rol00000441,Soluta voluptatibus quisquam.,Activo
441,Rol00000442,Velit fuga quisquam cum quas rerum occaecati accusantium.,Inactivo
442,Rol00000443,Nam veniam hic recusandae labore.,Activo
443,Rol00000444,Non ullam eum iusto recusandae quidem.,Activo
444,Rol00000445,Itaque accusamus reprehenderit ducimus quos.,Inactivo
445,Rol00000446,Tempora quod blanditiis aliquid.,Activo
446,Rol00000447,Odit consequatur necessitatibus veniam.,Activo
447,Rol00000448,Tempore dignissimos nobis explicabo iure.,Activo
448,Rol00000449,Corrupti ipsam asperiores doloremque itaque recusandae blanditiis.,Activo
449,Rol00000450,Ut dolor dolorem cupiditate.,Inactivo
450,Rol00000451,Porro voluptatibus pariatur fuga eum ad non.,Activo
451,Rol00000452,Sequi architecto adipisci non eveniet.,Inactivo
452,Rol00000453,Repudiandae qui modi.,Inactivo
453,Rol00000454,Dolorum ut maxime delectus beatae repudiandae voluptas.,Activo
454,Rol00000455,Consectetur fugit quidem soluta modi eius officia.,Activo
455,Rol00000456,Velit soluta culpa fugit sunt.,Activo
456,Rol00000457,Expedita error odit vitae molestias totam.,Activo
457,Rol00000458,Laborum porro architecto.,Activo
458,Rol00000459,Accusamus pariatur accusamus debitis assumenda culpa unde tenetur.,Activo
459,Rol00000460,Nobis ab amet sit.,Inactivo
460,Rol00000461,Exercitationem dolore ipsam quae harum totam repellat quisquam.,Inactivo
461,Rol00000462,Exercitationem porro ex asperiores doloremque corporis debitis ipsum.,Activo
462,Rol00000463,Odio architecto nobis laborum et asperiores.,Inactivo
463,Rol00000464,Eligendi pariatur porro velit earum minima officia.,Inactivo
464,Rol00000465,Blanditiis soluta ipsam assumenda dolore veritatis.,Activo
465,Rol00000466,Officia numquam neque accusamus quos.,Inactivo
466,Rol00000467,Animi perferendis doloribus sint voluptatum.,Inactivo
467,Rol00000468,Distinctio qui quisquam corrupti repudiandae ullam laboriosam quis.,Activo
468,Rol00000469,Qui assumenda facilis ut.,Activo
469,Rol00000470,Cupiditate vitae tenetur quasi excepturi reiciendis ipsa.,Activo
470,Rol00000471,Veritatis itaque consectetur excepturi ad architecto dolorum.,Inactivo
471,Rol00000472,Culpa sequi delectus ex.,Activo
472,Rol00000473,Temporibus illo fugiat similique doloremque illum eveniet voluptatem.,Activo
473,Rol00000474,Amet rem recusandae aperiam fuga impedit.,Activo
474,Rol00000475,Laudantium vero aperiam cumque.,Inactivo
475,Rol00000476,Voluptatem maiores saepe nisi eaque a culpa.,Inactivo
476,Rol00000477,Earum consectetur suscipit adipisci.,Inactivo
477,Rol00000478,Facere magnam maxime molestias.,Inactivo
478,Rol00000479,Id id voluptatum impedit at.,Activo
479,Rol00000480,Provident reprehenderit fuga alias mollitia quisquam numquam.,Activo
480,Rol00000481,Vitae repellat voluptatibus quis delectus laboriosam cumque delectus.,Activo
481,Rol00000482,Vero possimus modi atque ducimus similique voluptate.,Activo
482,Rol00000483,Omnis repellat ipsam dicta ipsa eum optio ullam.,Activo
483,Rol00000484,Distinctio inventore pariatur dolores ducimus eos voluptates.,Activo
484,Rol00000485,Amet deleniti voluptas dolorum aliquam ipsam quis.,Inactivo
485,Rol00000486,Esse numquam facere vitae vitae.,Activo
486,Rol00000487,Dignissimos maiores dicta dolor veniam.,Activo
487,Rol00000488,Incidunt sed occaecati labore harum eaque eos.,Activo
488,Rol00000489,Eos et vitae.,Activo
489,Rol00000490,Repudiandae mollitia autem.,Inactivo
490,Rol00000491,Tenetur fuga architecto minus.,Activo
491,Rol00000492,Mollitia quam repellat facilis enim facilis.,Activo
492,Rol00000493,Earum quasi dolore.,Activo
493,Rol00000494,Commodi laudantium veniam minima ipsa explicabo.,Activo
494,Rol00000495,Deserunt natus commodi ducimus.,Activo
495,Rol00000496,Occaecati ea deserunt nam saepe neque quod.,Activo
496,Rol00000497,Et quis minus cum.,Inactivo
497,Rol00000498,Dignissimos nesciunt corporis quibusdam asperiores nemo.,Activo
498,Rol00000499,Explicabo ipsam aspernatur eos.,Activo
499,Rol00000500,Commodi reprehenderit earum explicabo qui corrupti.,Inactivo
500,Rol00000501,Harum mollitia eos voluptatibus error.,Inactivo
501,Rol00000502,Voluptatibus ad ad quasi.,Inactivo
502,Rol00000503,Natus modi debitis fugiat adipisci.,Activo
503,Rol00000504,Doloremque quod sapiente exercitationem vero harum fugit.,Activo
504,Rol00000505,Voluptatibus vitae velit sunt.,Activo
505,Rol00000506,Quibusdam eveniet voluptatibus odit perferendis.,Activo
506,Rol00000507,Esse blanditiis accusamus enim.,Inactivo
507,Rol00000508,Non aperiam dolorem ratione magni totam.,Activo
508,Rol00000509,Veniam natus saepe officia laboriosam iste.,Inactivo
509,Rol00000510,Ad delectus praesentium iure cumque facere totam.,Inactivo
510,Rol00000511,Alias explicabo accusantium ratione maxime suscipit facere veniam.,Inactivo
511,Rol00000512,Praesentium quaerat quae eaque explicabo.,Inactivo
512,Rol00000513,Enim recusandae facilis nobis.,Inactivo
513,Rol00000514,Totam inventore voluptatibus numquam voluptas.,Inactivo
514,Rol00000515,Accusamus voluptatem nulla suscipit nihil aut.,Activo
515,Rol00000516,Mollitia praesentium amet perspiciatis necessitatibus fugiat.,Activo
516,Rol00000517,Reiciendis nostrum libero neque.,Inactivo
517,Rol00000518,Ullam et dignissimos necessitatibus.,Activo
518,Rol00000519,Sint nostrum nisi blanditiis.,Activo
519,Rol00000520,Sequi dicta atque ducimus quisquam incidunt adipisci.,Inactivo
520,Rol00000521,Pariatur at eos dolor.,Inactivo
521,Rol00000522,Minima voluptates atque placeat dolores error.,Activo
522,Rol00000523,Illum laudantium molestiae veniam consequuntur.,Activo
523,Rol00000524,Eaque reiciendis incidunt reiciendis temporibus fugiat.,Activo
524,Rol00000525,Amet tempora rem fugit laboriosam illo ut.,Activo
525,Rol00000526,Ipsa dolor facere laborum est.,Activo
526,Rol00000527,Atque et natus magnam vero totam alias dolorem.,Activo
527,Rol00000528,Nemo quasi nobis in dolor.,Inactivo
528,Rol00000529,Officia quam sed magnam mollitia.,Activo
529,Rol00000530,Officia est earum magnam culpa.,Activo
530,Rol00000531,Sequi aperiam maxime excepturi.,Activo
531,Rol00000532,Error magnam soluta voluptatem officia earum harum.,Activo
532,Rol00000533,Eveniet vel illo non dolores dicta.,Activo
533,Rol00000534,Vitae non consequuntur.,Activo
534,Rol00000535,Voluptate error omnis dolore amet.,Inactivo
535,Rol00000536,Iure sequi eveniet cum.,Inactivo
536,Rol00000537,Magni asperiores natus excepturi autem asperiores modi.,Inactivo
537,Rol00000538,Fuga adipisci voluptas molestiae neque rerum.,Inactivo
538,Rol00000539,Veniam distinctio illo voluptates occaecati corporis.,Inactivo
539,Rol00000540,Nobis quia rem quasi hic.,Inactivo
540,Rol00000541,Possimus culpa mollitia reiciendis dicta reprehenderit.,Activo
541,Rol00000542,Ratione illum consequatur eligendi.,Inactivo
542,Rol00000543,Consequuntur optio voluptatibus accusantium numquam placeat.,Activo
543,Rol00000544,Ea dicta ipsam excepturi nobis.,Inactivo
544,Rol00000545,Praesentium qui consequuntur perspiciatis dolorem.,Activo
545,Rol00000546,Veniam magnam inventore minima.,Inactivo
546,Rol00000547,Consequuntur vitae accusamus adipisci.,Inactivo
547,Rol00000548,Incidunt possimus reprehenderit eligendi assumenda aut eum.,Inactivo
548,Rol00000549,Hic iusto non incidunt eaque.,Activo
549,Rol00000550,Labore ex eveniet culpa id ex eum.,Activo
550,Rol00000551,Nisi facere doloremque delectus totam officia earum officia.,Inactivo
551,Rol00000552,Itaque recusandae libero dolorem inventore vitae.,Activo
552,Rol00000553,Numquam assumenda culpa quisquam eaque commodi quaerat.,Inactivo
553,Rol00000554,Minima beatae fuga culpa fugiat possimus.,Inactivo
554,Rol00000555,Quo officia assumenda quam tempora deserunt.,Activo
555,Rol00000556,Hic quia tempore.,Inactivo
556,Rol00000557,Architecto expedita accusamus necessitatibus.,Inactivo
557,Rol00000558,Voluptate consectetur magnam omnis.,Inactivo
558,Rol00000559,Architecto excepturi temporibus dolore.,Inactivo
559,Rol00000560,Dolorum vitae eaque earum blanditiis fuga.,Inactivo
560,Rol00000561,Modi vel repudiandae quidem at.,Activo
561,Rol00000562,Excepturi assumenda cumque.,Inactivo
562,Rol00000563,Cupiditate ex fuga blanditiis laudantium alias autem.,Activo
563,Rol00000564,Aliquid delectus aliquid.,Activo
564,Rol00000565,Fugit consequatur eveniet neque suscipit voluptatem nesciunt.,Activo
565,Rol00000566,Corporis quas fugiat.,Inactivo
566,Rol00000567,A incidunt excepturi ex tenetur perspiciatis.,Activo
567,Rol00000568,Nesciunt voluptatibus dignissimos nam aliquam similique.,Activo
568,Rol00000569,Natus natus ex quidem ipsa ad nam.,Inactivo
569,Rol00000570,Numquam consequatur pariatur doloremque quisquam.,Inactivo
570,Rol00000571,Est blanditiis quo officia voluptas eos.,Inactivo
571,Rol00000572,Doloribus labore similique occaecati aliquam.,Inactivo
572,Rol00000573,Maiores id repellendus id autem quasi.,Inactivo
573,Rol00000574,Facilis nostrum eum repudiandae.,Inactivo
574,Rol00000575,Ipsam eos fuga temporibus fuga nobis.,Activo
575,Rol00000576,Saepe dolore sequi blanditiis magnam laudantium mollitia vitae.,Activo
576,Rol00000577,Odio dicta sapiente facere reiciendis atque eos dicta.,Activo
577,Rol00000578,Quo nostrum eveniet modi.,Inactivo
578,Rol00000579,Quod error quos blanditiis.,Inactivo
579,Rol00000580,At quas est voluptatibus natus ullam dolorum.,Inactivo
580,Rol00000581,Quo itaque placeat eum.,Inactivo
581,Rol00000582,Nisi aperiam labore architecto atque harum repellat non.,Inactivo
582,Rol00000583,Rem facilis itaque ab.,Activo
583,Rol00000584,Facere earum labore necessitatibus ea.,Activo
584,Rol00000585,Nemo dolores ullam exercitationem.,Activo
585,Rol00000586,Quis earum sequi aspernatur voluptas.,Activo
586,Rol00000587,Facilis necessitatibus inventore vitae vel recusandae hic.,Inactivo
587,Rol00000588,Impedit sint possimus minus accusantium ipsum laboriosam.,Activo
588,Rol00000589,Officiis accusamus ducimus officia voluptatum magnam.,Inactivo
589,Rol00000590,Similique repellat similique accusamus.,Activo
590,Rol00000591,Consequuntur fuga aliquam quod quidem.,Activo
591,Rol00000592,Adipisci minus placeat est minima expedita facilis.,Activo
592,Rol00000593,Necessitatibus et sequi quae fugit voluptatibus odit voluptates.,Activo
593,Rol00000594,Aliquam velit nesciunt quisquam.,Activo
594,Rol00000595,Non sunt doloribus.,Activo
595,Rol00000596,Molestiae minus explicabo.,Activo
596,Rol00000597,Sed suscipit ab tenetur in modi provident.,Activo
597,Rol00000598,Aspernatur voluptatum dolore necessitatibus.,Inactivo
598,Rol00000599,Deserunt omnis quidem consequuntur debitis.,Inactivo
599,Rol00000600,Corporis eaque blanditiis nihil praesentium est.,Inactivo
600,Rol00000601,Commodi laudantium iusto modi quibusdam.,Activo
601,Rol00000602,Impedit fuga commodi nihil quidem similique similique.,Activo
602,Rol00000603,Minima porro perspiciatis commodi.,Activo
603,Rol00000604,Ratione voluptatem temporibus accusantium necessitatibus fugiat.,Inactivo
604,Rol00000605,Rerum beatae placeat ex.,Inactivo
605,Rol00000606,Ipsum iste ipsum.,Activo
606,Rol00000607,Voluptatem consectetur aliquid tempore sed.,Activo
607,Rol00000608,In odit asperiores quia ullam.,Activo
608,Rol00000609,Aliquid at modi ducimus ex assumenda.,Inactivo
609,Rol00000610,Labore ad repudiandae sit.,Inactivo
610,Rol00000611,Dolore voluptatem rerum ea.,Activo
611,Rol00000612,Asperiores libero ullam illum aliquam officiis.,Activo
612,Rol00000613,Cupiditate deserunt ut.,Inactivo
613,Rol00000614,Accusantium rerum dolorem quibusdam eaque in.,Inactivo
614,Rol00000615,Est voluptatum enim saepe officiis.,Activo
615,Rol00000616,Placeat cumque alias magnam.,Activo
616,Rol00000617,Veritatis consectetur sint laudantium aperiam.,Activo
617,Rol00000618,Officiis non explicabo commodi magnam.,Inactivo
618,Rol00000619,Tempora rerum esse dolor magni quaerat.,Inactivo
619,Rol00000620,Nihil nulla dolore harum temporibus odio aliquam est.,Inactivo
620,Rol00000621,Nam praesentium pariatur excepturi dignissimos ipsa sint.,Activo
621,Rol00000622,Libero eligendi a.,Activo
622,Rol00000623,Molestias minima saepe quidem.,Inactivo
623,Rol00000624,Amet voluptate quia numquam ea.,Activo
624,Rol00000625,Saepe dicta nulla quam.,Activo
625,Rol00000626,Fugit praesentium dignissimos recusandae maxime saepe.,Activo
626,Rol00000627,Doloremque quidem sunt beatae.,Activo
627,Rol00000628,Perspiciatis repudiandae cumque quos dignissimos esse a.,Inactivo
628,Rol00000629,Dolore exercitationem recusandae esse ipsum.,Activo
629,Rol00000630,Quod enim culpa dolorem.,Inactivo
630,Rol00000631,Illum rerum cumque quod quo consequatur.,Activo
631,Rol00000632,Sunt corporis ex ratione voluptatem.,Activo
632,Rol00000633,Accusamus voluptatum praesentium similique.,Inactivo
633,Rol00000634,Officia quas totam reprehenderit facilis aspernatur occaecati.,Inactivo
634,Rol00000635,Nihil iure eligendi reiciendis ducimus.,Inactivo
635,Rol00000636,Quia dolore magnam.,Inactivo
636,Rol00000637,Quaerat itaque tempore doloribus.,Activo
637,Rol00000638,Voluptatum ullam officiis odit ipsum quaerat dolores hic.,Inactivo
638,Rol00000639,Laudantium eum at odit quod.,Inactivo
639,Rol00000640,Laborum vero ex alias.,Inactivo
640,Rol00000641,Laborum excepturi non quasi.,Inactivo
641,Rol00000642,Neque veritatis qui illo.,Activo
642,Rol00000643,Eius eveniet vero inventore incidunt qui a quaerat.,Activo
643,Rol00000644,Dolorum cupiditate quisquam.,Inactivo
644,Rol00000645,Inventore dicta numquam adipisci quae aperiam ipsum.,Inactivo
645,Rol00000646,Delectus nulla provident quos praesentium.,Inactivo
646,Rol00000647,Impedit eius illo placeat rem aut.,Inactivo
647,Rol00000648,Animi itaque voluptatum quam.,Inactivo
648,Rol00000649,Doloremque repellat nesciunt consequuntur.,Activo
649,Rol00000650,Quidem quod nobis atque eaque libero fuga.,Inactivo
650,Rol00000651,Vitae quis consectetur sit minima molestiae.,Inactivo
651,Rol00000652,Dolor nihil voluptate voluptatum.,Inactivo
652,Rol00000653,Aliquam placeat corporis repellendus excepturi.,Inactivo
653,Rol00000654,Cupiditate et illum quaerat.,Activo
654,Rol00000655,Tempora unde modi nihil veniam quae commodi.,Activo
655,Rol00000656,In accusamus consectetur dolores ullam sint illum.,Inactivo
656,Rol00000657,Soluta excepturi omnis nemo beatae.,Activo
657,Rol00000658,Optio quasi quisquam quas quae eius.,Inactivo
658,Rol00000659,Provident est earum ipsam voluptatum facere.,Activo
659,Rol00000660,Nam natus ipsum repellendus eius modi dolores.,Activo
660,Rol00000661,Labore ex iusto explicabo consectetur laboriosam.,Activo
661,Rol00000662,Et architecto at officia deserunt dolores vero.,Activo
662,Rol00000663,Dicta est cum quo similique rerum veritatis.,Activo
663,Rol00000664,Consectetur eligendi et ab.,Activo
664,Rol00000665,Repellat asperiores cumque expedita quod eos repellendus.,Activo
665,Rol00000666,Adipisci laudantium nisi deserunt porro inventore.,Inactivo
666,Rol00000667,Sapiente iusto quam.,Inactivo
667,Rol00000668,Deserunt eligendi blanditiis unde nostrum ipsa molestias.,Inactivo
668,Rol00000669,Culpa quae enim a expedita facere.,Inactivo
669,Rol00000670,Distinctio cum aliquam a quia.,Activo
670,Rol00000671,Rem officia odio aspernatur veniam omnis.,Activo
671,Rol00000672,Rerum laboriosam tenetur officiis.,Activo
672,Rol00000673,Ad nostrum facere tenetur animi voluptates quae.,Inactivo
673,Rol00000674,Laboriosam iusto id maxime facere perspiciatis.,Inactivo
