,IdM,NombreM,DescripcionM,EstadoM
327,M00000328,Educación Fisica,Nostrum ut veritatis.,Inactivo
328,M00000329,Educación SocioEmocional,Animi cupiditate voluptatibus alias aliquid mollitia optio.,Inactivo
329,M00000330,Exploración y Comprensión del mundo natural y social,Voluptates corporis facere.,Inactivo
330,M00000331,Artes,Tempore neque enim aperiam dolorum vitae.,Activo
331,M00000332,Educación Fisica,Error dignissimos praesentium consectetur recusandae.,Activo
332,M00000333,Pensamiento Matemáico,Similique dolor atque doloribus doloribus.,Inactivo
333,M00000334,Educación Fisica,Nesciunt molestias itaque voluptate officia eius.,Inactivo
334,M00000335,Artes,Distinctio ratione inventore cumque earum omnis distinctio.,Activo
335,M00000336,Lenguaje y Comunicación,Mollitia et tenetur magni exercitationem veritatis.,Activo
336,M00000337,Artes,Id corrupti magnam quibusdam recusandae accusamus porro.,Inactivo
337,M00000338,Educación SocioEmocional,Ullam facilis quisquam cumque quia temporibus.,Inactivo
338,M00000339,Educación Fisica,Quos deserunt facere dolore.,Activo
339,M00000340,Pensamiento Matemáico,Atque dignissimos ipsa deserunt tenetur incidunt.,Activo
340,M00000341,Lenguaje y Comunicación,Numquam consequuntur magnam excepturi atque.,Inactivo
341,M00000342,Educación Fisica,Ea reprehenderit occaecati dolorum minus.,Activo
342,M00000343,Educación Fisica,Aspernatur cum corrupti accusamus illo fugiat.,Inactivo
343,M00000344,Artes,Voluptatem tempore adipisci.,Inactivo
344,M00000345,Pensamiento Matemáico,Libero voluptatem eius id officiis.,Inactivo
345,M00000346,Exploración y Comprensión del mundo natural y social,Unde ea impedit nobis.,Inactivo
346,M00000347,Artes,Iste illo laborum nesciunt dolorum.,Inactivo
347,M00000348,Educación Fisica,Libero laborum nulla fugit labore nulla.,Inactivo
348,M00000349,Educación SocioEmocional,Natus molestias fugiat ut deleniti.,Activo
349,M00000350,Pensamiento Matemáico,Id tempore blanditiis aut.,Inactivo
350,M00000351,Educación SocioEmocional,Error doloribus doloribus blanditiis quo officia adipisci quidem.,Inactivo
351,M00000352,Educación Fisica,Laudantium pariatur earum occaecati cum.,Activo
352,M00000353,Educación Fisica,Quisquam nobis expedita provident vitae ipsum.,Inactivo
353,M00000354,Pensamiento Matemáico,Ex optio repellendus saepe.,Inactivo
354,M00000355,Exploración y Comprensión del mundo natural y social,Asperiores illo veritatis.,Activo
355,M00000356,Exploración y Comprensión del mundo natural y social,Asperiores aperiam eos suscipit voluptas.,Activo
356,M00000357,Educación SocioEmocional,Laudantium earum consequatur aliquid ea.,Inactivo
357,M00000358,Educación Fisica,Earum ipsam saepe deserunt voluptas.,Inactivo
358,M00000359,Artes,Sit dolorum suscipit animi.,Inactivo
359,M00000360,Pensamiento Matemáico,Odit nihil error expedita dolores.,Inactivo
360,M00000361,Exploración y Comprensión del mundo natural y social,Accusamus nisi mollitia adipisci.,Inactivo
361,M00000362,Educación Fisica,Debitis ut voluptatem debitis laboriosam.,Activo
362,M00000363,Educación Fisica,Adipisci magni excepturi.,Inactivo
363,M00000364,Lenguaje y Comunicación,Aspernatur ad molestias dolor.,Activo
364,M00000365,Pensamiento Matemáico,Modi odio soluta laudantium molestiae.,Inactivo
365,M00000366,Lenguaje y Comunicación,Harum saepe aspernatur odit perferendis sunt officia.,Inactivo
366,M00000367,Educación Fisica,Quia tempora nobis ex hic neque.,Activo
367,M00000368,Educación SocioEmocional,Quas voluptate laudantium provident.,Activo
368,M00000369,Educación Fisica,Magni beatae qui non accusantium quidem quam iste.,Inactivo
369,M00000370,Lenguaje y Comunicación,Eius beatae adipisci labore.,Inactivo
370,M00000371,Educación Fisica,Vitae facere maiores dignissimos nam perspiciatis.,Activo
371,M00000372,Educación SocioEmocional,Repellat totam consectetur illum facilis minus doloremque.,Activo
372,M00000373,Artes,Illum magni fugit libero.,Activo
373,M00000374,Pensamiento Matemáico,Enim similique dignissimos id.,Inactivo
374,M00000375,Lenguaje y Comunicación,Voluptates maxime cumque praesentium ad eos.,Activo
375,M00000376,Lenguaje y Comunicación,Tempora magnam labore possimus ducimus laudantium dolorum.,Activo
376,M00000377,Pensamiento Matemáico,Ipsa quidem quaerat rem impedit ut.,Activo
377,M00000378,Educación Fisica,Officia atque eaque eius.,Activo
378,M00000379,Lenguaje y Comunicación,Ut natus totam error quod vel quibusdam.,Activo
379,M00000380,Exploración y Comprensión del mundo natural y social,Quos natus omnis sequi.,Activo
380,M00000381,Exploración y Comprensión del mundo natural y social,Nulla quia in explicabo.,Inactivo
381,M00000382,Pensamiento Matemáico,Dignissimos magni non distinctio culpa quos odit.,Activo
382,M00000383,Artes,Culpa nostrum omnis qui optio porro.,Activo
383,M00000384,Educación Fisica,Cumque voluptas earum necessitatibus.,Inactivo
384,M00000385,Educación SocioEmocional,Consequuntur aliquid qui libero amet earum neque.,Inactivo
385,M00000386,Educación Fisica,Itaque possimus quas unde eveniet quaerat quas.,Activo
386,M00000387,Exploración y Comprensión del mundo natural y social,Deserunt vitae quaerat iusto veniam necessitatibus.,Activo
387,M00000388,Educación SocioEmocional,Minima consequatur soluta quidem ex tempore ipsam.,Activo
388,M00000389,Artes,Veniam omnis repellat odio odit provident.,Activo
389,M00000390,Lenguaje y Comunicación,Dolores totam veniam quam non reprehenderit voluptatem.,Inactivo
390,M00000391,Lenguaje y Comunicación,Ea vitae non modi nihil doloremque eaque.,Inactivo
391,M00000392,Educación Fisica,Voluptatum est porro.,Inactivo
392,M00000393,Lenguaje y Comunicación,Ab quisquam error reiciendis.,Activo
393,M00000394,Lenguaje y Comunicación,Sed dolores doloremque officia blanditiis.,Activo
394,M00000395,Artes,In quis commodi iste vero molestiae.,Inactivo
395,M00000396,Lenguaje y Comunicación,Tempore fugiat quia molestias quae perspiciatis est.,Activo
396,M00000397,Exploración y Comprensión del mundo natural y social,Iusto vitae aliquid at voluptate.,Activo
397,M00000398,Exploración y Comprensión del mundo natural y social,Quod ratione similique et distinctio placeat voluptates.,Activo
398,M00000399,Educación Fisica,Amet illo repudiandae ipsa ipsum.,Inactivo
399,M00000400,Lenguaje y Comunicación,Id at sunt repellendus beatae ipsam.,Inactivo
400,M00000401,Exploración y Comprensión del mundo natural y social,Laborum magnam quod consequuntur architecto enim animi.,Inactivo
401,M00000402,Educación SocioEmocional,Tempora placeat nihil voluptate nostrum explicabo facilis.,Inactivo
402,M00000403,Lenguaje y Comunicación,Mollitia enim perferendis maxime.,Inactivo
403,M00000404,Lenguaje y Comunicación,Soluta ex similique pariatur.,Inactivo
404,M00000405,Educación Fisica,Natus voluptatum dolor culpa pariatur possimus.,Inactivo
405,M00000406,Lenguaje y Comunicación,Error laboriosam animi voluptas aliquid.,Inactivo
406,M00000407,Exploración y Comprensión del mundo natural y social,Quisquam voluptatibus provident recusandae neque.,Inactivo
407,M00000408,Educación SocioEmocional,Recusandae doloribus quasi dolorum est deserunt.,Activo
408,M00000409,Exploración y Comprensión del mundo natural y social,Nulla nam esse.,Activo
409,M00000410,Lenguaje y Comunicación,Corporis nam incidunt dignissimos ipsa pariatur.,Activo
410,M00000411,Pensamiento Matemáico,Facilis assumenda neque numquam.,Activo
411,M00000412,Pensamiento Matemáico,Quidem maiores quod.,Activo
412,M00000413,Artes,Ex asperiores sapiente at occaecati ut.,Activo
413,M00000414,Lenguaje y Comunicación,Nulla totam corporis blanditiis iusto iure.,Inactivo
414,M00000415,Lenguaje y Comunicación,Sunt mollitia deserunt adipisci sapiente.,Activo
415,M00000416,Educación Fisica,Nulla vitae numquam sunt.,Inactivo
416,M00000417,Exploración y Comprensión del mundo natural y social,Eligendi doloribus consectetur hic velit enim.,Inactivo
417,M00000418,Educación SocioEmocional,Praesentium odit vitae optio ut optio laudantium.,Inactivo
418,M00000419,Lenguaje y Comunicación,Culpa doloribus neque tempora.,Activo
419,M00000420,Artes,Dolor non dolorum impedit.,Activo
420,M00000421,Artes,Voluptates facere placeat natus minima.,Inactivo
421,M00000422,Lenguaje y Comunicación,Aut ipsum aut fuga eos.,Activo
422,M00000423,Exploración y Comprensión del mundo natural y social,Minima in accusamus omnis.,Activo
423,M00000424,Pensamiento Matemáico,Vero nostrum fuga.,Inactivo
424,M00000425,Artes,Iure vero dolore quo praesentium officia dignissimos.,Activo
425,M00000426,Artes,Molestias beatae rem alias.,Inactivo
426,M00000427,Pensamiento Matemáico,Saepe rem repellendus veniam iste tenetur.,Inactivo
427,M00000428,Lenguaje y Comunicación,Ex maxime enim suscipit magnam.,Inactivo
428,M00000429,Educación SocioEmocional,Accusantium facere dolore eius fuga.,Activo
429,M00000430,Educación SocioEmocional,Esse impedit soluta.,Activo
430,M00000431,Exploración y Comprensión del mundo natural y social,Vel eos illum cum modi a doloribus.,Activo
431,M00000432,Educación SocioEmocional,Facere iste ipsam enim.,Inactivo
432,M00000433,Pensamiento Matemáico,Dolores minus dignissimos magni velit.,Activo
433,M00000434,Lenguaje y Comunicación,Numquam inventore aperiam repellendus omnis.,Inactivo
434,M00000435,Exploración y Comprensión del mundo natural y social,Esse veniam tempora quod harum.,Activo
435,M00000436,Artes,Perferendis rerum numquam sapiente tempora dicta.,Activo
436,M00000437,Exploración y Comprensión del mundo natural y social,Hic laboriosam minus voluptatibus cum iure sed doloremque.,Inactivo
437,M00000438,Artes,Atque accusamus modi aliquam quo voluptatum nam.,Inactivo
438,M00000439,Pensamiento Matemáico,Consequuntur perspiciatis quia modi.,Inactivo
439,M00000440,Lenguaje y Comunicación,Ullam laboriosam impedit facere illo iste odio.,Inactivo
440,M00000441,Exploración y Comprensión del mundo natural y social,Labore rerum quasi soluta.,Activo
441,M00000442,Educación Fisica,Beatae velit molestias iure labore.,Activo
442,M00000443,Pensamiento Matemáico,Nemo occaecati eligendi sint.,Inactivo
443,M00000444,Lenguaje y Comunicación,Blanditiis illum sit eius libero magni.,Activo
444,M00000445,Pensamiento Matemáico,Aliquid eius enim dolore.,Activo
445,M00000446,Pensamiento Matemáico,Doloremque error similique sint impedit laboriosam.,Activo
446,M00000447,Artes,Numquam accusantium delectus neque totam.,Inactivo
447,M00000448,Educación SocioEmocional,Aliquam laboriosam deleniti.,Inactivo
448,M00000449,Educación SocioEmocional,Cum quis a molestias nihil hic tempore.,Inactivo
449,M00000450,Pensamiento Matemáico,Accusantium vitae sunt deserunt excepturi odio.,Inactivo
450,M00000451,Lenguaje y Comunicación,Consectetur blanditiis corrupti ad.,Inactivo
451,M00000452,Educación Fisica,Earum veniam nisi consequatur quasi eaque.,Activo
452,M00000453,Exploración y Comprensión del mundo natural y social,Exercitationem aperiam possimus inventore dolores autem tempore.,Activo
453,M00000454,Lenguaje y Comunicación,Repudiandae quia nemo aspernatur nam.,Inactivo
454,M00000455,Educación SocioEmocional,Necessitatibus ipsam quae tempora.,Inactivo
455,M00000456,Artes,Distinctio officiis temporibus repudiandae.,Activo
456,M00000457,Pensamiento Matemáico,Dolorum qui voluptates at cum earum expedita.,Inactivo
457,M00000458,Exploración y Comprensión del mundo natural y social,Rem nulla aliquam accusantium aspernatur esse.,Inactivo
458,M00000459,Educación Fisica,Ducimus earum natus dolorem illum molestias modi.,Inactivo
459,M00000460,Pensamiento Matemáico,Quod perspiciatis suscipit ipsam voluptas.,Inactivo
460,M00000461,Lenguaje y Comunicación,Assumenda sit minima pariatur vel.,Activo
461,M00000462,Exploración y Comprensión del mundo natural y social,Quod ut nulla quisquam vero consequatur.,Inactivo
462,M00000463,Educación SocioEmocional,Nisi doloribus omnis dolore doloremque.,Inactivo
463,M00000464,Pensamiento Matemáico,Modi rerum sit eaque quia alias ab.,Activo
464,M00000465,Pensamiento Matemáico,Cum modi iusto.,Inactivo
465,M00000466,Lenguaje y Comunicación,Laudantium molestiae commodi ut repudiandae maiores.,Inactivo
466,M00000467,Educación Fisica,Quibusdam aliquam alias error veniam.,Activo
467,M00000468,Pensamiento Matemáico,Optio corporis sapiente.,Activo
468,M00000469,Educación SocioEmocional,Earum ipsam quasi ea.,Activo
469,M00000470,Exploración y Comprensión del mundo natural y social,Vel deserunt alias maxime magnam.,Inactivo
470,M00000471,Educación Fisica,Sit consectetur cum natus inventore.,Inactivo
471,M00000472,Exploración y Comprensión del mundo natural y social,Iusto illo earum nesciunt a temporibus cumque ducimus.,Activo
472,M00000473,Exploración y Comprensión del mundo natural y social,Earum repellat ipsam odio hic placeat repellat.,Activo
473,M00000474,Artes,Repellat et totam blanditiis vitae praesentium alias alias.,Activo
474,M00000475,Pensamiento Matemáico,Ipsum facilis qui corporis vero.,Inactivo
475,M00000476,Pensamiento Matemáico,Tempora sed esse ratione excepturi et atque.,Inactivo
476,M00000477,Artes,Mollitia molestiae quidem repellat.,Inactivo
477,M00000478,Educación SocioEmocional,Optio inventore accusantium optio facilis.,Activo
478,M00000479,Artes,Hic ipsa voluptas.,Inactivo
479,M00000480,Lenguaje y Comunicación,Id aliquam laboriosam consequatur quas earum aliquid nemo.,Inactivo
480,M00000481,Educación SocioEmocional,Neque placeat incidunt neque expedita quas.,Inactivo
481,M00000482,Artes,Ab tenetur est nam alias hic.,Activo
482,M00000483,Exploración y Comprensión del mundo natural y social,Aspernatur mollitia voluptatum saepe hic error quo mollitia.,Inactivo
483,M00000484,Educación Fisica,Unde eius placeat dolor eligendi sed repudiandae.,Activo
484,M00000485,Exploración y Comprensión del mundo natural y social,Nobis perspiciatis voluptate error provident molestiae alias commodi.,Activo
485,M00000486,Lenguaje y Comunicación,Dicta quas reiciendis id placeat fugiat aut voluptate.,Inactivo
486,M00000487,Pensamiento Matemáico,Adipisci maiores corrupti minus est.,Activo
487,M00000488,Pensamiento Matemáico,Dicta quam voluptatum a unde ipsum.,Inactivo
488,M00000489,Educación Fisica,Est dolores nemo recusandae.,Inactivo
489,M00000490,Pensamiento Matemáico,Nam nam ducimus excepturi ab vel.,Inactivo
490,M00000491,Educación SocioEmocional,Assumenda repudiandae voluptatum saepe ab porro.,Activo
491,M00000492,Exploración y Comprensión del mundo natural y social,Quas nesciunt possimus at facilis quis eligendi.,Inactivo
492,M00000493,Educación Fisica,Ut expedita maxime quod praesentium sunt.,Activo
493,M00000494,Lenguaje y Comunicación,Eum fuga nesciunt.,Activo
494,M00000495,Lenguaje y Comunicación,Maiores assumenda voluptas cumque error nemo.,Activo
495,M00000496,Educación Fisica,Deserunt molestiae assumenda nisi nobis ducimus.,Activo
496,M00000497,Exploración y Comprensión del mundo natural y social,Similique repellat illum amet enim.,Activo
497,M00000498,Artes,Repudiandae necessitatibus facilis aspernatur atque quam dolorum cumque.,Activo
498,M00000499,Exploración y Comprensión del mundo natural y social,Aliquid iure animi possimus totam explicabo.,Activo
499,M00000500,Artes,Debitis debitis vero aperiam.,Activo
500,M00000501,Exploración y Comprensión del mundo natural y social,Ipsam velit tempora sapiente.,Inactivo
501,M00000502,Educación Fisica,Reprehenderit eum ratione eius facilis qui temporibus nesciunt.,Activo
502,M00000503,Pensamiento Matemáico,Tempora qui doloremque soluta expedita illo illo a.,Activo
503,M00000504,Educación SocioEmocional,Mollitia consectetur animi adipisci molestias.,Activo
