,IdAu,NumAu,EstadoAu
708,Au00000709,B-3153,Mantenimiento
709,Au00000710,D-3051,Disponible
710,Au00000711,Patio,Ocupado
711,Au00000712,Salon Interactivo,Ocupado
712,Au00000713,A-6464,Mantenimiento
713,Au00000714,Coliseo,Ocupado
714,Au00000715,Salon Interactivo,Ocupado
715,Au00000716,A-3005,Disponible
716,Au00000717,A-6252,Disponible
717,Au00000718,Salon Interactivo,Disponible
718,Au00000719,Coliseo,Disponible
719,Au00000720,A-4501,Ocupado
720,Au00000721,Patio,Ocupado
721,Au00000722,B-4060,Ocupado
722,Au00000723,Salon Interactivo,Disponible
723,Au00000724,Patio,Disponible
724,Au00000725,D-6124,Disponible
725,Au00000726,D-3346,Disponible
726,Au00000727,C-799,Ocupado
727,Au00000728,B-4844,Disponible
728,Au00000729,Salon Interactivo,Disponible
729,Au00000730,D-9894,Mantenimiento
730,Au00000731,Patio,Disponible
731,Au00000732,B-9041,Mantenimiento
732,Au00000733,C-1918,Mantenimiento
733,Au00000734,A-7395,Mantenimiento
734,Au00000735,D-8571,Ocupado
735,Au00000736,C-4081,Ocupado
736,Au00000737,A-43,Mantenimiento
737,Au00000738,A-344,Mantenimiento
738,Au00000739,D-8273,Ocupado
739,Au00000740,Coliseo,Ocupado
740,Au00000741,D-6145,Ocupado
741,Au00000742,Patio,Ocupado
742,Au00000743,D-392,Disponible
743,Au00000744,A-3583,Ocupado
744,Au00000745,D-4848,Ocupado
745,Au00000746,C-9586,Disponible
746,Au00000747,Patio,Mantenimiento
747,Au00000748,A-6008,Mantenimiento
748,Au00000749,A-4672,Disponible
749,Au00000750,B-5151,Disponible
750,Au00000751,Salon Interactivo,Ocupado
751,Au00000752,B-342,Ocupado
752,Au00000753,B-3904,Ocupado
753,Au00000754,B-5270,Disponible
754,Au00000755,D-2290,Mantenimiento
755,Au00000756,Salon Interactivo,Ocupado
756,Au00000757,B-8203,Ocupado
757,Au00000758,Coliseo,Ocupado
758,Au00000759,B-7683,Ocupado
759,Au00000760,A-7194,Disponible
760,Au00000761,Coliseo,Ocupado
761,Au00000762,Salon Interactivo,Ocupado
762,Au00000763,Coliseo,Ocupado
763,Au00000764,A-4582,Ocupado
764,Au00000765,Salon Interactivo,Mantenimiento
765,Au00000766,C-5646,Ocupado
766,Au00000767,Patio,Disponible
767,Au00000768,Coliseo,Ocupado
768,Au00000769,Salon Interactivo,Disponible
769,Au00000770,D-1315,Mantenimiento
770,Au00000771,A-362,Disponible
771,Au00000772,C-394,Mantenimiento
772,Au00000773,C-7699,Disponible
773,Au00000774,C-3460,Ocupado
774,Au00000775,Salon Interactivo,Mantenimiento
775,Au00000776,D-8202,Disponible
776,Au00000777,Patio,Ocupado
777,Au00000778,B-2517,Ocupado
778,Au00000779,C-1642,Ocupado
779,Au00000780,C-932,Ocupado
780,Au00000781,Coliseo,Mantenimiento
781,Au00000782,Coliseo,Disponible
782,Au00000783,A-4270,Disponible
783,Au00000784,B-8875,Mantenimiento
784,Au00000785,Patio,Disponible
785,Au00000786,Patio,Ocupado
786,Au00000787,C-5682,Disponible
787,Au00000788,B-5466,Disponible
788,Au00000789,Patio,Mantenimiento
789,Au00000790,D-3371,Mantenimiento
790,Au00000791,A-6345,Ocupado
791,Au00000792,Coliseo,Mantenimiento
792,Au00000793,C-7581,Ocupado
793,Au00000794,Coliseo,Disponible
794,Au00000795,Salon Interactivo,Disponible
795,Au00000796,C-886,Mantenimiento
796,Au00000797,B-775,Mantenimiento
797,Au00000798,Salon Interactivo,Ocupado
798,Au00000799,Salon Interactivo,Ocupado
799,Au00000800,B-8945,Mantenimiento
800,Au00000801,Salon Interactivo,Disponible
801,Au00000802,B-3923,Disponible
802,Au00000803,Patio,Mantenimiento
803,Au00000804,Salon Interactivo,Disponible
804,Au00000805,Coliseo,Ocupado
805,Au00000806,Salon Interactivo,Mantenimiento
806,Au00000807,Salon Interactivo,Ocupado
807,Au00000808,Salon Interactivo,Mantenimiento
808,Au00000809,A-4284,Disponible
809,Au00000810,C-7859,Ocupado
810,Au00000811,Coliseo,Disponible
811,Au00000812,B-5728,Disponible
812,Au00000813,Coliseo,Disponible
813,Au00000814,C-8178,Ocupado
814,Au00000815,Salon Interactivo,Disponible
815,Au00000816,D-389,Mantenimiento
816,Au00000817,Salon Interactivo,Mantenimiento
817,Au00000818,B-1797,Disponible
818,Au00000819,C-599,Mantenimiento
819,Au00000820,Salon Interactivo,Disponible
820,Au00000821,Patio,Disponible
821,Au00000822,B-9779,Mantenimiento
822,Au00000823,Patio,Mantenimiento
823,Au00000824,Patio,Ocupado
824,Au00000825,Coliseo,Disponible
825,Au00000826,A-811,Disponible
826,Au00000827,B-210,Ocupado
827,Au00000828,B-8701,Ocupado
828,Au00000829,C-9004,Mantenimiento
829,Au00000830,Patio,Disponible
830,Au00000831,A-1606,Disponible
831,Au00000832,D-741,Mantenimiento
832,Au00000833,C-9450,Ocupado
833,Au00000834,D-60,Disponible
834,Au00000835,Patio,Disponible
835,Au00000836,C-3190,Ocupado
836,Au00000837,D-5066,Disponible
837,Au00000838,Salon Interactivo,Ocupado
838,Au00000839,B-6607,Disponible
839,Au00000840,Coliseo,Disponible
840,Au00000841,Coliseo,Ocupado
841,Au00000842,Salon Interactivo,Mantenimiento
842,Au00000843,D-6524,Ocupado
843,Au00000844,B-4855,Mantenimiento
844,Au00000845,D-6947,Mantenimiento
845,Au00000846,D-5159,Mantenimiento
846,Au00000847,Patio,Ocupado
847,Au00000848,B-5210,Ocupado
848,Au00000849,Patio,Ocupado
849,Au00000850,C-167,Ocupado
850,Au00000851,Patio,Disponible
851,Au00000852,B-3422,Ocupado
852,Au00000853,Salon Interactivo,Ocupado
853,Au00000854,Salon Interactivo,Mantenimiento
854,Au00000855,A-743,Mantenimiento
855,Au00000856,Coliseo,Disponible
856,Au00000857,Coliseo,Disponible
857,Au00000858,C-2343,Disponible
858,Au00000859,D-390,Disponible
859,Au00000860,C-8470,Disponible
860,Au00000861,B-8142,Mantenimiento
861,Au00000862,B-3132,Disponible
862,Au00000863,Patio,Disponible
863,Au00000864,A-5390,Mantenimiento
864,Au00000865,Patio,Mantenimiento
865,Au00000866,A-2298,Ocupado
866,Au00000867,B-3934,Mantenimiento
867,Au00000868,C-8929,Disponible
868,Au00000869,Salon Interactivo,Disponible
869,Au00000870,Salon Interactivo,Mantenimiento
870,Au00000871,Patio,Mantenimiento
871,Au00000872,D-9980,Ocupado
872,Au00000873,C-2541,Ocupado
873,Au00000874,A-6353,Ocupado
874,Au00000875,Coliseo,Disponible
875,Au00000876,D-9898,Disponible
876,Au00000877,A-2510,Mantenimiento
877,Au00000878,D-7247,Disponible
878,Au00000879,Patio,Ocupado
879,Au00000880,A-1461,Disponible
880,Au00000881,A-9952,Mantenimiento
881,Au00000882,Salon Interactivo,Disponible
882,Au00000883,Coliseo,Ocupado
883,Au00000884,D-8266,Mantenimiento
884,Au00000885,Patio,Mantenimiento
885,Au00000886,A-6076,Disponible
886,Au00000887,D-9481,Ocupado
887,Au00000888,Patio,Mantenimiento
888,Au00000889,D-4994,Ocupado
889,Au00000890,B-8960,Ocupado
890,Au00000891,Salon Interactivo,Disponible
891,Au00000892,A-1368,Disponible
892,Au00000893,A-7080,Disponible
893,Au00000894,Salon Interactivo,Ocupado
894,Au00000895,Patio,Mantenimiento
895,Au00000896,B-8503,Mantenimiento
896,Au00000897,Salon Interactivo,Ocupado
897,Au00000898,Coliseo,Ocupado
898,Au00000899,A-7453,Disponible
899,Au00000900,Salon Interactivo,Ocupado
900,Au00000901,B-3171,Ocupado
901,Au00000902,D-1217,Disponible
902,Au00000903,A-7431,Mantenimiento
903,Au00000904,Patio,Disponible
904,Au00000905,A-5122,Ocupado
905,Au00000906,A-5576,Ocupado
906,Au00000907,D-6656,Ocupado
907,Au00000908,D-5366,Disponible
908,Au00000909,A-8112,Ocupado
909,Au00000910,Patio,Mantenimiento
910,Au00000911,Salon Interactivo,Mantenimiento
911,Au00000912,Salon Interactivo,Ocupado
912,Au00000913,A-9889,Ocupado
913,Au00000914,D-4375,Disponible
914,Au00000915,D-7281,Disponible
915,Au00000916,A-9305,Disponible
916,Au00000917,C-979,Mantenimiento
917,Au00000918,Coliseo,Disponible
918,Au00000919,Patio,Ocupado
919,Au00000920,Coliseo,Ocupado
920,Au00000921,Coliseo,Disponible
921,Au00000922,B-9824,Ocupado
922,Au00000923,Patio,Ocupado
923,Au00000924,B-2647,Disponible
924,Au00000925,B-2746,Mantenimiento
925,Au00000926,Coliseo,Disponible
926,Au00000927,Coliseo,Ocupado
927,Au00000928,Salon Interactivo,Mantenimiento
928,Au00000929,C-9200,Mantenimiento
929,Au00000930,A-1139,Disponible
930,Au00000931,C-633,Disponible
931,Au00000932,Salon Interactivo,Ocupado
932,Au00000933,A-6620,Ocupado
933,Au00000934,Patio,Ocupado
934,Au00000935,C-7571,Ocupado
935,Au00000936,B-1755,Mantenimiento
936,Au00000937,B-4017,Ocupado
937,Au00000938,D-5132,Disponible
938,Au00000939,C-4115,Ocupado
939,Au00000940,Coliseo,Ocupado
940,Au00000941,C-8133,Disponible
941,Au00000942,D-2512,Ocupado
942,Au00000943,Salon Interactivo,Mantenimiento
943,Au00000944,D-1713,Disponible
944,Au00000945,Salon Interactivo,Ocupado
945,Au00000946,D-1454,Ocupado
946,Au00000947,C-3511,Ocupado
947,Au00000948,Coliseo,Disponible
948,Au00000949,Salon Interactivo,Mantenimiento
949,Au00000950,Patio,Disponible
950,Au00000951,Patio,Ocupado
951,Au00000952,Salon Interactivo,Mantenimiento
952,Au00000953,B-5641,Disponible
953,Au00000954,C-7729,Disponible
954,Au00000955,Patio,Mantenimiento
955,Au00000956,B-8228,Mantenimiento
956,Au00000957,A-2807,Disponible
957,Au00000958,C-4263,Mantenimiento
958,Au00000959,Salon Interactivo,Ocupado
959,Au00000960,Salon Interactivo,Mantenimiento
960,Au00000961,B-5299,Ocupado
961,Au00000962,B-8171,Disponible
962,Au00000963,Coliseo,Mantenimiento
963,Au00000964,C-2662,Disponible
964,Au00000965,C-6142,Ocupado
965,Au00000966,Salon Interactivo,Ocupado
966,Au00000967,Salon Interactivo,Mantenimiento
967,Au00000968,B-4798,Ocupado
968,Au00000969,Patio,Disponible
969,Au00000970,Coliseo,Disponible
970,Au00000971,Patio,Ocupado
971,Au00000972,B-1943,Disponible
972,Au00000973,D-1236,Disponible
973,Au00000974,A-373,Disponible
974,Au00000975,C-5910,Mantenimiento
975,Au00000976,D-7567,Mantenimiento
976,Au00000977,C-3891,Ocupado
977,Au00000978,Patio,Ocupado
978,Au00000979,C-4578,Mantenimiento
979,Au00000980,Coliseo,Mantenimiento
980,Au00000981,Patio,Mantenimiento
981,Au00000982,Salon Interactivo,Disponible
982,Au00000983,Salon Interactivo,Disponible
983,Au00000984,Salon Interactivo,Mantenimiento
984,Au00000985,D-4996,Mantenimiento
985,Au00000986,C-5537,Disponible
986,Au00000987,B-9580,Disponible
987,Au00000988,D-8028,Mantenimiento
988,Au00000989,A-7543,Mantenimiento
989,Au00000990,Coliseo,Mantenimiento
990,Au00000991,Salon Interactivo,Disponible
991,Au00000992,D-1691,Mantenimiento
992,Au00000993,B-1680,Mantenimiento
993,Au00000994,Coliseo,Mantenimiento
994,Au00000995,Coliseo,Ocupado
995,Au00000996,Salon Interactivo,Ocupado
996,Au00000997,Salon Interactivo,Ocupado
997,Au00000998,Coliseo,Disponible
998,Au00000999,A-8806,Ocupado
999,Au00001000,C-2583,Ocupado
1000,Au00001001,B-1351,Ocupado
1001,Au00001002,Coliseo,Ocupado
1002,Au00001003,B-4060,Disponible
1003,Au00001004,A-2306,Ocupado
1004,Au00001005,A-9771,Disponible
1005,Au00001006,D-7331,Ocupado
1006,Au00001007,B-831,Ocupado
1007,Au00001008,Salon Interactivo,Mantenimiento
1008,Au00001009,B-4092,Ocupado
1009,Au00001010,Salon Interactivo,Ocupado
1010,Au00001011,B-4949,Mantenimiento
1011,Au00001012,A-8511,Mantenimiento
1012,Au00001013,A-6643,Mantenimiento
1013,Au00001014,D-6298,Ocupado
1014,Au00001015,Salon Interactivo,Mantenimiento
1015,Au00001016,Coliseo,Disponible
1016,Au00001017,C-7952,Ocupado
1017,Au00001018,C-9650,Disponible
1018,Au00001019,A-3155,Mantenimiento
1019,Au00001020,Patio,Disponible
1020,Au00001021,Patio,Mantenimiento
1021,Au00001022,Salon Interactivo,Mantenimiento
1022,Au00001023,A-7355,Mantenimiento
1023,Au00001024,Patio,Ocupado
1024,Au00001025,Coliseo,Ocupado
1025,Au00001026,D-5428,Mantenimiento
1026,Au00001027,D-6862,Mantenimiento
1027,Au00001028,B-3630,Ocupado
1028,Au00001029,D-3020,Disponible
1029,Au00001030,Patio,Disponible
1030,Au00001031,B-1785,Mantenimiento
1031,Au00001032,Coliseo,Ocupado
1032,Au00001033,Patio,Mantenimiento
1033,Au00001034,A-4913,Ocupado
1034,Au00001035,Salon Interactivo,Disponible
1035,Au00001036,Coliseo,Ocupado
1036,Au00001037,Coliseo,Mantenimiento
1037,Au00001038,B-9633,Disponible
1038,Au00001039,Salon Interactivo,Disponible
1039,Au00001040,Coliseo,Ocupado
1040,Au00001041,D-5249,Disponible
1041,Au00001042,C-6907,Ocupado
1042,Au00001043,C-9145,Ocupado
1043,Au00001044,Salon Interactivo,Ocupado
1044,Au00001045,Coliseo,Mantenimiento
1045,Au00001046,C-3389,Mantenimiento
1046,Au00001047,Patio,Disponible
1047,Au00001048,A-7610,Ocupado
1048,Au00001049,Coliseo,Disponible
1049,Au00001050,A-4286,Disponible
1050,Au00001051,Salon Interactivo,Disponible
1051,Au00001052,D-1370,Mantenimiento
1052,Au00001053,Salon Interactivo,Disponible
1053,Au00001054,B-6868,Disponible
1054,Au00001055,A-9814,Mantenimiento
1055,Au00001056,Salon Interactivo,Ocupado
1056,Au00001057,Coliseo,Disponible
1057,Au00001058,A-1932,Disponible
1058,Au00001059,D-4958,Ocupado
1059,Au00001060,A-5060,Disponible
1060,Au00001061,D-83,Ocupado
1061,Au00001062,C-8042,Ocupado
1062,Au00001063,Coliseo,Mantenimiento
1063,Au00001064,Salon Interactivo,Ocupado
1064,Au00001065,Coliseo,Disponible
1065,Au00001066,Coliseo,Disponible
1066,Au00001067,D-5058,Disponible
1067,Au00001068,Salon Interactivo,Mantenimiento
1068,Au00001069,A-264,Mantenimiento
1069,Au00001070,Patio,Mantenimiento
1070,Au00001071,Salon Interactivo,Disponible
1071,Au00001072,C-6891,Disponible
1072,Au00001073,Salon Interactivo,Mantenimiento
1073,Au00001074,Coliseo,Ocupado
1074,Au00001075,C-6424,Disponible
1075,Au00001076,Patio,Mantenimiento
1076,Au00001077,Salon Interactivo,Disponible
1077,Au00001078,Salon Interactivo,Mantenimiento
1078,Au00001079,D-8859,Disponible
1079,Au00001080,A-5710,Mantenimiento
1080,Au00001081,Salon Interactivo,Disponible
1081,Au00001082,B-4302,Mantenimiento
1082,Au00001083,C-7626,Disponible
1083,Au00001084,D-9712,Disponible
1084,Au00001085,Coliseo,Disponible
1085,Au00001086,C-4535,Ocupado
1086,Au00001087,Patio,Mantenimiento
1087,Au00001088,A-8181,Disponible
1088,Au00001089,C-7129,Mantenimiento
1089,Au00001090,B-4414,Mantenimiento
1090,Au00001091,C-9948,Disponible
1091,Au00001092,A-2986,Ocupado
1092,Au00001093,Coliseo,Mantenimiento
1093,Au00001094,D-427,Disponible
1094,Au00001095,Salon Interactivo,Disponible
1095,Au00001096,Salon Interactivo,Disponible
1096,Au00001097,Salon Interactivo,Ocupado
1097,Au00001098,Patio,Mantenimiento
1098,Au00001099,A-7611,Mantenimiento
1099,Au00001100,B-1069,Disponible
1100,Au00001101,Coliseo,Mantenimiento
1101,Au00001102,D-921,Mantenimiento
1102,Au00001103,A-4309,Mantenimiento
1103,Au00001104,Salon Interactivo,Disponible
1104,Au00001105,Coliseo,Disponible
1105,Au00001106,Salon Interactivo,Disponible
1106,Au00001107,Patio,Ocupado
1107,Au00001108,A-7020,Disponible
1108,Au00001109,C-6946,Mantenimiento
1109,Au00001110,Coliseo,Mantenimiento
1110,Au00001111,B-8128,Disponible
1111,Au00001112,Salon Interactivo,Disponible
1112,Au00001113,Patio,Ocupado
1113,Au00001114,D-3249,Disponible
1114,Au00001115,D-9280,Mantenimiento
1115,Au00001116,Patio,Disponible
1116,Au00001117,Salon Interactivo,Mantenimiento
1117,Au00001118,Coliseo,Disponible
1118,Au00001119,Coliseo,Disponible
1119,Au00001120,Salon Interactivo,Ocupado
1120,Au00001121,A-6862,Mantenimiento
1121,Au00001122,Coliseo,Ocupado
1122,Au00001123,A-3484,Mantenimiento
1123,Au00001124,Patio,Mantenimiento
1124,Au00001125,D-4936,Disponible
1125,Au00001126,Patio,Ocupado
1126,Au00001127,D-1510,Disponible
1127,Au00001128,Salon Interactivo,Disponible
1128,Au00001129,Salon Interactivo,Ocupado
1129,Au00001130,Patio,Ocupado
1130,Au00001131,Patio,Disponible
1131,Au00001132,D-5022,Ocupado
1132,Au00001133,Salon Interactivo,Disponible
1133,Au00001134,Coliseo,Mantenimiento
1134,Au00001135,Patio,Mantenimiento
1135,Au00001136,B-5567,Ocupado
1136,Au00001137,Coliseo,Disponible
1137,Au00001138,Coliseo,Mantenimiento
1138,Au00001139,Patio,Disponible
1139,Au00001140,Patio,Ocupado
1140,Au00001141,A-6587,Disponible
1141,Au00001142,D-5019,Mantenimiento
1142,Au00001143,B-3684,Ocupado
1143,Au00001144,B-4639,Disponible
1144,Au00001145,Salon Interactivo,Ocupado
1145,Au00001146,A-9157,Disponible
1146,Au00001147,A-6597,Disponible
1147,Au00001148,B-1279,Mantenimiento
1148,Au00001149,Salon Interactivo,Mantenimiento
1149,Au00001150,B-5457,Disponible
1150,Au00001151,C-6566,Mantenimiento
1151,Au00001152,C-4793,Disponible
1152,Au00001153,D-6528,Mantenimiento
1153,Au00001154,Salon Interactivo,Ocupado
1154,Au00001155,B-484,Mantenimiento
1155,Au00001156,A-2388,Mantenimiento
1156,Au00001157,D-4183,Ocupado
1157,Au00001158,Salon Interactivo,Disponible
1158,Au00001159,Patio,Ocupado
1159,Au00001160,Coliseo,Ocupado
1160,Au00001161,B-1603,Disponible
1161,Au00001162,Salon Interactivo,Disponible
1162,Au00001163,Salon Interactivo,Ocupado
1163,Au00001164,Salon Interactivo,Ocupado
1164,Au00001165,Coliseo,Ocupado
1165,Au00001166,D-4222,Ocupado
1166,Au00001167,B-7978,Ocupado
1167,Au00001168,C-9131,Mantenimiento
1168,Au00001169,Patio,Ocupado
1169,Au00001170,Salon Interactivo,Ocupado
1170,Au00001171,C-3351,Disponible
1171,Au00001172,D-3027,Disponible
1172,Au00001173,Patio,Mantenimiento
1173,Au00001174,A-9373,Mantenimiento
1174,Au00001175,C-1303,Ocupado
1175,Au00001176,Coliseo,Ocupado
1176,Au00001177,Patio,Disponible
1177,Au00001178,B-7696,Mantenimiento
1178,Au00001179,Coliseo,Disponible
1179,Au00001180,B-3002,Disponible
1180,Au00001181,D-5531,Ocupado
1181,Au00001182,Patio,Mantenimiento
1182,Au00001183,D-9010,Disponible
1183,Au00001184,Coliseo,Ocupado
1184,Au00001185,D-9353,Mantenimiento
1185,Au00001186,D-2779,Disponible
1186,Au00001187,Salon Interactivo,Disponible
1187,Au00001188,A-1374,Disponible
1188,Au00001189,Coliseo,Mantenimiento
1189,Au00001190,D-7123,Mantenimiento
1190,Au00001191,B-2981,Disponible
1191,Au00001192,Coliseo,Mantenimiento
1192,Au00001193,Coliseo,Ocupado
1193,Au00001194,Salon Interactivo,Mantenimiento
1194,Au00001195,C-482,Mantenimiento
1195,Au00001196,B-4559,Ocupado
1196,Au00001197,Coliseo,Ocupado
1197,Au00001198,Coliseo,Disponible
1198,Au00001199,D-2769,Disponible
1199,Au00001200,Patio,Ocupado
1200,Au00001201,A-7651,Disponible
1201,Au00001202,Coliseo,Ocupado
1202,Au00001203,B-1126,Disponible
1203,Au00001204,A-1712,Ocupado
1204,Au00001205,Salon Interactivo,Disponible
1205,Au00001206,A-2704,Disponible
1206,Au00001207,A-3239,Ocupado
1207,Au00001208,D-5250,Mantenimiento
1208,Au00001209,B-6644,Disponible
1209,Au00001210,Salon Interactivo,Ocupado
1210,Au00001211,C-7383,Mantenimiento
1211,Au00001212,C-9335,Mantenimiento
1212,Au00001213,C-4186,Disponible
1213,Au00001214,A-8689,Mantenimiento
1214,Au00001215,C-4872,Disponible
1215,Au00001216,A-551,Disponible
1216,Au00001217,Salon Interactivo,Mantenimiento
1217,Au00001218,D-2003,Mantenimiento
1218,Au00001219,Salon Interactivo,Ocupado
1219,Au00001220,Salon Interactivo,Ocupado
1220,Au00001221,Coliseo,Ocupado
1221,Au00001222,Salon Interactivo,Disponible
1222,Au00001223,A-7982,Disponible
1223,Au00001224,Patio,Ocupado
1224,Au00001225,B-9445,Mantenimiento
1225,Au00001226,Salon Interactivo,Mantenimiento
1226,Au00001227,A-1294,Disponible
1227,Au00001228,C-8409,Mantenimiento
1228,Au00001229,Coliseo,Disponible
1229,Au00001230,A-8047,Ocupado
1230,Au00001231,C-5737,Mantenimiento
1231,Au00001232,C-8427,Mantenimiento
1232,Au00001233,C-8219,Mantenimiento
1233,Au00001234,C-7231,Ocupado
1234,Au00001235,Patio,Disponible
1235,Au00001236,B-8201,Ocupado
1236,Au00001237,Salon Interactivo,Disponible
1237,Au00001238,Coliseo,Disponible
1238,Au00001239,C-6825,Mantenimiento
1239,Au00001240,Patio,Disponible
1240,Au00001241,Coliseo,Ocupado
1241,Au00001242,Coliseo,Disponible
1242,Au00001243,D-8894,Mantenimiento
1243,Au00001244,Salon Interactivo,Mantenimiento
1244,Au00001245,A-6193,Ocupado
1245,Au00001246,Coliseo,Disponible
1246,Au00001247,Patio,Mantenimiento
1247,Au00001248,A-227,Ocupado
1248,Au00001249,Salon Interactivo,Disponible
1249,Au00001250,D-2469,Mantenimiento
1250,Au00001251,C-4429,Ocupado
1251,Au00001252,A-6832,Mantenimiento
1252,Au00001253,Salon Interactivo,Ocupado
1253,Au00001254,C-6904,Disponible
1254,Au00001255,B-3194,Mantenimiento
1255,Au00001256,D-4371,Mantenimiento
1256,Au00001257,D-9176,Ocupado
1257,Au00001258,Patio,Disponible
1258,Au00001259,A-5837,Ocupado
1259,Au00001260,Patio,Disponible
