,IdI,NombreI,TipoEduI,SostenimientoI,AreaI,RegimenI,ModalidadI,JornadaI,EstadoI
221,I00000222,Unidad Educativa Alfredo Parra III,Popular Permanente,Particular,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
222,I00000223,Unidad Educativa Mónica Forero,Ordinaria,Fiscomisional,Rural,Costa,Presencial,Matutina,Activo
223,I00000224,Unidad Educativa Manuel Díaz V,Popular Permanente,Particular,Urbano,Costa,Presencial y SemiPresencial,Matutina,Activo
224,I00000225,Unidad Educativa Roger Romero VI,Ordinaria,Municipal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
225,I00000226,Unidad Educativa Alejandro Hernández I,Popular Permanente,Municipal,Rural,Sierra,Virtual,Vespertina,Inactivo
226,I00000227,Unidad Educativa Estefanía Ortega I,Especial,Fiscal,Rural,Sierra,Semipresencial,Vespertina,Activo
227,I00000228,Unidad Educativa Alix Rodríguez II,Especial,Particular,Rural,Sierra,Virtual,Matutina,Inactivo
228,I00000229,Unidad Educativa Wilson Gil IV,Ordinaria,Particular,Rural,Sierra,Virtual,Vespertina,Inactivo
229,I00000230,Unidad Educativa Pablo Ortega V,Ordinaria,Fiscal,Urbano,Costa,Virtual,Matutina,Activo
230,I00000231,Unidad Educativa Marina Buitrago VI,Artistica,Fiscomisional,Rural,Sierra,Virtual,Matutina,Inactivo
231,I00000232,Unidad Educativa Mario Garzón VI,Ordinaria,Particular,Urbano,Sierra,Presencial,Matutina,Activo
232,I00000233,Unidad Educativa Ana González IV,Especial,Municipal,Rural,Sierra,Virtual,Matutina,Activo
233,I00000234,Unidad Educativa Martha Franco IV,Especial,Particular,Rural,Costa,Semipresencial,Matutina,Inactivo
234,I00000235,Unidad Educativa Daniel Domínguez II,Popular Permanente,Fiscomisional,Rural,Sierra,Semipresencial,Matutina,Activo
235,I00000236,Unidad Educativa Camilo Vanegas,Popular Permanente,Fiscomisional,Rural,Sierra,Presencial y SemiPresencial,Vespertina,Activo
236,I00000237,Unidad Educativa Rosa Buitrago VI,Especial,Fiscomisional,Rural,Sierra,Virtual,Matutina,Inactivo
237,I00000238,Unidad Educativa Jefferson Rodríguez V,Especial,Fiscal,Urbano,Sierra,Semipresencial,Matutina,Inactivo
238,I00000239,Unidad Educativa Jesús Duarte IV,Popular Permanente,Fiscomisional,Rural,Sierra,Presencial,Matutina,Inactivo
239,I00000240,Unidad Educativa Lorenzo Espinosa III,Artistica,Fiscomisional,Rural,Sierra,Presencial,Matutina,Inactivo
240,I00000241,Unidad Educativa Carmen Bedoya IV,Especial,Municipal,Urbano,Sierra,Semipresencial,Matutina,Inactivo
241,I00000242,Unidad Educativa José Miranda V,Artistica,Particular,Rural,Costa,Presencial,Matutina,Inactivo
242,I00000243,Unidad Educativa Norberto Cáceres III,Especial,Municipal,Rural,Sierra,Presencial,Matutina,Activo
243,I00000244,Unidad Educativa Laura Sandoval,Ordinaria,Municipal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
244,I00000245,Unidad Educativa Natalia Castillo,Artistica,Fiscal,Urbano,Costa,Presencial,Matutina,Activo
245,I00000246,Unidad Educativa Liseth Sierra I,Artistica,Fiscomisional,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
246,I00000247,Unidad Educativa Mauricio Mosquera V,Popular Permanente,Municipal,Rural,Sierra,Virtual,Vespertina,Inactivo
247,I00000248,Unidad Educativa Alberto Murillo V,Especial,Fiscomisional,Rural,Sierra,Virtual,Matutina,Activo
248,I00000249,Unidad Educativa Carlos Bastidas VI,Ordinaria,Fiscal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
249,I00000250,Unidad Educativa Eder Reyes VI,Especial,Municipal,Rural,Costa,Semipresencial,Vespertina,Inactivo
250,I00000251,Unidad Educativa Eduardo Rodríguez,Artistica,Particular,Rural,Costa,Presencial,Vespertina,Activo
251,I00000252,Unidad Educativa Juan Barrios VI,Artistica,Particular,Urbano,Sierra,Presencial,Matutina,Activo
252,I00000253,Unidad Educativa Lucía Duarte V,Artistica,Municipal,Urbano,Sierra,Virtual,Matutina,Activo
253,I00000254,Unidad Educativa Candelaria Suárez V,Artistica,Particular,Rural,Sierra,Semipresencial,Matutina,Activo
254,I00000255,Unidad Educativa Jorge Prieto IV,Popular Permanente,Fiscal,Rural,Sierra,Virtual,Matutina,Inactivo
255,I00000256,Unidad Educativa Cristina Palacios V,Ordinaria,Fiscal,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
256,I00000257,Unidad Educativa Carlos Cardozo IV,Especial,Particular,Rural,Costa,Semipresencial,Vespertina,Inactivo
257,I00000258,Unidad Educativa Laura Mosquera VI,Especial,Fiscomisional,Rural,Costa,Virtual,Matutina,Activo
258,I00000259,Unidad Educativa Myriam Ayala V,Ordinaria,Fiscal,Urbano,Costa,Semipresencial,Matutina,Inactivo
259,I00000260,Unidad Educativa Gustavo Hurtado,Especial,Particular,Rural,Costa,Semipresencial,Matutina,Inactivo
260,I00000261,Unidad Educativa Elena Rueda IV,Popular Permanente,Fiscomisional,Urbano,Costa,Presencial y SemiPresencial,Matutina,Activo
261,I00000262,Unidad Educativa Daniela Rivera V,Artistica,Particular,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
262,I00000263,Unidad Educativa Rodolfo Hernández III,Especial,Particular,Urbano,Costa,Virtual,Vespertina,Activo
263,I00000264,Unidad Educativa Maribel Mendoza I,Especial,Particular,Urbano,Costa,Presencial,Matutina,Inactivo
264,I00000265,Unidad Educativa Laura Díaz VI,Popular Permanente,Fiscomisional,Urbano,Sierra,Virtual,Matutina,Activo
265,I00000266,Unidad Educativa Marlén Rincón IV,Ordinaria,Municipal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
266,I00000267,Unidad Educativa Isabel León II,Popular Permanente,Particular,Rural,Sierra,Virtual,Matutina,Activo
267,I00000268,Unidad Educativa Alberto Sánchez VI,Especial,Particular,Urbano,Costa,Semipresencial,Matutina,Activo
268,I00000269,Unidad Educativa Fernando Ramos II,Especial,Municipal,Rural,Costa,Virtual,Matutina,Inactivo
269,I00000270,Unidad Educativa María Naranjo III,Ordinaria,Particular,Rural,Costa,Semipresencial,Matutina,Inactivo
270,I00000271,Unidad Educativa Juan Díaz III,Ordinaria,Municipal,Urbano,Sierra,Semipresencial,Matutina,Inactivo
271,I00000272,Unidad Educativa Víctor Cardozo I,Ordinaria,Particular,Rural,Costa,Semipresencial,Matutina,Activo
272,I00000273,Unidad Educativa María Hernández IV,Popular Permanente,Fiscomisional,Urbano,Costa,Presencial,Matutina,Inactivo
273,I00000274,Unidad Educativa Carlos Melo VI,Artistica,Fiscal,Urbano,Sierra,Semipresencial,Vespertina,Inactivo
274,I00000275,Unidad Educativa Yenny Arias IV,Especial,Fiscomisional,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
275,I00000276,Unidad Educativa José Gaviria I,Especial,Fiscal,Rural,Costa,Virtual,Matutina,Activo
276,I00000277,Unidad Educativa Edgar Gamboa VI,Ordinaria,Fiscomisional,Rural,Sierra,Virtual,Vespertina,Inactivo
277,I00000278,Unidad Educativa Pilar Ortiz,Especial,Fiscal,Rural,Sierra,Semipresencial,Matutina,Activo
278,I00000279,Unidad Educativa Maira Rueda III,Especial,Fiscomisional,Rural,Sierra,Presencial,Matutina,Inactivo
279,I00000280,Unidad Educativa Andrea Álvarez V,Especial,Municipal,Urbano,Sierra,Presencial,Matutina,Inactivo
280,I00000281,Unidad Educativa Pilar Fernández VI,Especial,Municipal,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
281,I00000282,Unidad Educativa Roberto Peña VI,Artistica,Municipal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
282,I00000283,Unidad Educativa Miguel Angulo II,Artistica,Particular,Rural,Sierra,Semipresencial,Vespertina,Inactivo
283,I00000284,Unidad Educativa Johan Alzate V,Ordinaria,Fiscomisional,Urbano,Sierra,Virtual,Matutina,Inactivo
284,I00000285,Unidad Educativa Alexander Ortiz I,Artistica,Fiscal,Urbano,Costa,Virtual,Matutina,Inactivo
285,I00000286,Unidad Educativa Jorge Fuentes,Popular Permanente,Fiscal,Urbano,Costa,Presencial,Vespertina,Activo
286,I00000287,Unidad Educativa Ramiro Mesa IV,Ordinaria,Fiscal,Rural,Costa,Virtual,Vespertina,Inactivo
287,I00000288,Unidad Educativa Augusto Quintero V,Ordinaria,Fiscomisional,Urbano,Costa,Semipresencial,Matutina,Inactivo
288,I00000289,Unidad Educativa Hernán Quintero IV,Popular Permanente,Fiscomisional,Urbano,Costa,Semipresencial,Matutina,Inactivo
289,I00000290,Unidad Educativa Diego Cerón VI,Popular Permanente,Particular,Rural,Sierra,Semipresencial,Vespertina,Activo
290,I00000291,Unidad Educativa Luis Carmona,Popular Permanente,Municipal,Urbano,Sierra,Semipresencial,Matutina,Activo
291,I00000292,Unidad Educativa Pablo Espitia IV,Artistica,Particular,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
292,I00000293,Unidad Educativa Tania Cifuentes I,Artistica,Fiscomisional,Urbano,Sierra,Presencial,Matutina,Activo
293,I00000294,Unidad Educativa Ricardo Mendoza I,Popular Permanente,Fiscal,Urbano,Sierra,Presencial y SemiPresencial,Vespertina,Activo
294,I00000295,Unidad Educativa Isaías Mosquera III,Artistica,Municipal,Urbano,Sierra,Semipresencial,Matutina,Activo
295,I00000296,Unidad Educativa Blanca Gutiérrez VI,Popular Permanente,Fiscomisional,Urbano,Sierra,Semipresencial,Matutina,Activo
296,I00000297,Unidad Educativa Andrea Sánchez II,Artistica,Particular,Urbano,Sierra,Semipresencial,Matutina,Activo
297,I00000298,Unidad Educativa Marcela Zapata,Ordinaria,Municipal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
298,I00000299,Unidad Educativa Ruby Muñoz,Artistica,Fiscal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
299,I00000300,Unidad Educativa Andrea Ramírez I,Especial,Municipal,Urbano,Sierra,Presencial,Matutina,Activo
300,I00000301,Unidad Educativa Marta Granados VI,Especial,Fiscomisional,Rural,Sierra,Presencial y SemiPresencial,Vespertina,Activo
301,I00000302,Unidad Educativa Elsy Gómez IV,Artistica,Municipal,Rural,Costa,Virtual,Vespertina,Activo
302,I00000303,Unidad Educativa Eliecer Rincón I,Artistica,Fiscomisional,Urbano,Costa,Semipresencial,Matutina,Activo
303,I00000304,Unidad Educativa Andrea Álvarez III,Artistica,Fiscomisional,Urbano,Sierra,Semipresencial,Matutina,Activo
304,I00000305,Unidad Educativa Sandra Polo I,Popular Permanente,Fiscomisional,Urbano,Costa,Presencial,Matutina,Inactivo
305,I00000306,Unidad Educativa Johan Silva IV,Artistica,Fiscal,Rural,Sierra,Virtual,Matutina,Activo
306,I00000307,Unidad Educativa Melba Vanegas V,Especial,Fiscal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
307,I00000308,Unidad Educativa Carlos Camacho III,Especial,Municipal,Urbano,Sierra,Presencial,Matutina,Activo
308,I00000309,Unidad Educativa Gladys Hurtado I,Ordinaria,Fiscal,Urbano,Sierra,Semipresencial,Matutina,Inactivo
309,I00000310,Unidad Educativa Marcela García V,Ordinaria,Fiscal,Rural,Sierra,Virtual,Matutina,Inactivo
310,I00000311,Unidad Educativa Antonio Gil III,Artistica,Particular,Urbano,Costa,Presencial,Matutina,Inactivo
311,I00000312,Unidad Educativa Andrés Rodríguez V,Especial,Fiscal,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
312,I00000313,Unidad Educativa Andrés Benítez,Popular Permanente,Particular,Rural,Sierra,Semipresencial,Matutina,Inactivo
313,I00000314,Unidad Educativa Alexis Arteaga II,Popular Permanente,Municipal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
314,I00000315,Unidad Educativa María Torres V,Artistica,Fiscal,Rural,Costa,Virtual,Matutina,Inactivo
315,I00000316,Unidad Educativa Armando Martínez II,Popular Permanente,Particular,Urbano,Costa,Presencial,Vespertina,Activo
316,I00000317,Unidad Educativa Jairo Rodríguez,Popular Permanente,Fiscal,Urbano,Costa,Semipresencial,Matutina,Inactivo
317,I00000318,Unidad Educativa Elkin Mora I,Especial,Fiscal,Urbano,Costa,Virtual,Matutina,Inactivo
318,I00000319,Unidad Educativa Luis Acosta,Popular Permanente,Particular,Rural,Costa,Semipresencial,Matutina,Activo
319,I00000320,Unidad Educativa Cristian Vásquez,Popular Permanente,Municipal,Rural,Sierra,Semipresencial,Matutina,Activo
320,I00000321,Unidad Educativa Andrés Muñoz IV,Artistica,Fiscomisional,Urbano,Costa,Presencial,Matutina,Inactivo
321,I00000322,Unidad Educativa Candelaria Peña V,Ordinaria,Fiscomisional,Rural,Sierra,Virtual,Matutina,Activo
322,I00000323,Unidad Educativa Patricia Zapata II,Especial,Municipal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Activo
323,I00000324,Unidad Educativa Elena Hernández III,Popular Permanente,Particular,Urbano,Costa,Semipresencial,Vespertina,Activo
324,I00000325,Unidad Educativa Mario Ariza V,Ordinaria,Particular,Rural,Sierra,Presencial,Matutina,Activo
325,I00000326,Unidad Educativa Gladys Perdomo V,Ordinaria,Fiscomisional,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
326,I00000327,Unidad Educativa Nidia Gómez VI,Especial,Municipal,Rural,Costa,Semipresencial,Matutina,Inactivo
327,I00000328,Unidad Educativa Hernando Escobar V,Popular Permanente,Fiscal,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
328,I00000329,Unidad Educativa Harvey Díaz VI,Especial,Fiscal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
329,I00000330,Unidad Educativa Elvia Gómez II,Artistica,Municipal,Urbano,Sierra,Virtual,Vespertina,Activo
330,I00000331,Unidad Educativa Daniel Bermúdez III,Popular Permanente,Fiscal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
331,I00000332,Unidad Educativa Mario Palacio,Ordinaria,Fiscomisional,Urbano,Sierra,Semipresencial,Matutina,Inactivo
332,I00000333,Unidad Educativa Stiven Hernández II,Ordinaria,Fiscomisional,Urbano,Costa,Semipresencial,Vespertina,Activo
333,I00000334,Unidad Educativa María Velandia II,Popular Permanente,Municipal,Rural,Costa,Presencial,Vespertina,Inactivo
334,I00000335,Unidad Educativa Leonardo Flórez VI,Ordinaria,Municipal,Urbano,Sierra,Virtual,Matutina,Activo
335,I00000336,Unidad Educativa Diana Vélez III,Popular Permanente,Fiscal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
336,I00000337,Unidad Educativa Piedad González V,Artistica,Fiscomisional,Urbano,Sierra,Semipresencial,Matutina,Inactivo
337,I00000338,Unidad Educativa Aida Toro III,Popular Permanente,Fiscomisional,Rural,Costa,Semipresencial,Matutina,Inactivo
338,I00000339,Unidad Educativa Orlando López I,Artistica,Municipal,Urbano,Costa,Presencial,Matutina,Activo
339,I00000340,Unidad Educativa Enrique Villa II,Artistica,Fiscomisional,Rural,Costa,Semipresencial,Matutina,Activo
340,I00000341,Unidad Educativa María Valencia V,Popular Permanente,Fiscal,Rural,Sierra,Presencial y SemiPresencial,Vespertina,Inactivo
341,I00000342,Unidad Educativa Yolanda Durán V,Artistica,Particular,Rural,Costa,Presencial y SemiPresencial,Vespertina,Activo
342,I00000343,Unidad Educativa Robert Monroy II,Especial,Fiscomisional,Urbano,Sierra,Presencial,Matutina,Inactivo
343,I00000344,Unidad Educativa Jeferson Mora III,Artistica,Municipal,Rural,Sierra,Semipresencial,Matutina,Activo
344,I00000345,Unidad Educativa Diego Medina VI,Especial,Fiscal,Urbano,Sierra,Presencial,Vespertina,Activo
345,I00000346,Unidad Educativa Fredy Sánchez VI,Especial,Particular,Rural,Sierra,Virtual,Vespertina,Activo
346,I00000347,Unidad Educativa Manuel Trujillo IV,Especial,Municipal,Rural,Sierra,Semipresencial,Matutina,Activo
347,I00000348,Unidad Educativa Ismael Montenegro VI,Popular Permanente,Particular,Urbano,Costa,Semipresencial,Matutina,Inactivo
348,I00000349,Unidad Educativa Norberto Pinzón VI,Popular Permanente,Particular,Rural,Sierra,Virtual,Matutina,Inactivo
349,I00000350,Unidad Educativa Andrés Rojas,Ordinaria,Fiscomisional,Urbano,Sierra,Virtual,Matutina,Inactivo
350,I00000351,Unidad Educativa José Salcedo VI,Ordinaria,Particular,Urbano,Sierra,Presencial,Matutina,Inactivo
351,I00000352,Unidad Educativa Marcela Giraldo,Popular Permanente,Municipal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Activo
352,I00000353,Unidad Educativa Vilma Duque II,Ordinaria,Municipal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
353,I00000354,Unidad Educativa Rocío Torres II,Popular Permanente,Municipal,Rural,Sierra,Semipresencial,Vespertina,Inactivo
354,I00000355,Unidad Educativa Carlos Sepúlveda III,Especial,Fiscal,Urbano,Sierra,Presencial y SemiPresencial,Vespertina,Activo
355,I00000356,Unidad Educativa Cecilia Pineda VI,Artistica,Fiscomisional,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
356,I00000357,Unidad Educativa Esther Castañeda I,Popular Permanente,Particular,Urbano,Sierra,Presencial,Vespertina,Inactivo
357,I00000358,Unidad Educativa Melissa Martínez II,Artistica,Municipal,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
358,I00000359,Unidad Educativa Juan Rojas IV,Artistica,Fiscal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
359,I00000360,Unidad Educativa Ronal Camacho I,Especial,Fiscomisional,Urbano,Costa,Presencial,Matutina,Activo
360,I00000361,Unidad Educativa Enrique Zuluaga II,Ordinaria,Fiscal,Urbano,Sierra,Semipresencial,Matutina,Inactivo
361,I00000362,Unidad Educativa Marlén Guerrero III,Especial,Fiscal,Urbano,Costa,Virtual,Matutina,Inactivo
362,I00000363,Unidad Educativa Janeth Soto VI,Artistica,Fiscomisional,Rural,Sierra,Virtual,Matutina,Inactivo
363,I00000364,Unidad Educativa Olga Sánchez VI,Especial,Particular,Rural,Sierra,Virtual,Matutina,Inactivo
364,I00000365,Unidad Educativa Esteban López III,Artistica,Fiscal,Rural,Costa,Semipresencial,Matutina,Inactivo
365,I00000366,Unidad Educativa Gloria González III,Artistica,Municipal,Urbano,Costa,Presencial,Vespertina,Inactivo
366,I00000367,Unidad Educativa Juan Jaimes,Artistica,Fiscal,Urbano,Costa,Presencial,Matutina,Inactivo
367,I00000368,Unidad Educativa Patricia Zambrano III,Popular Permanente,Fiscal,Urbano,Costa,Virtual,Matutina,Activo
368,I00000369,Unidad Educativa Carlos García I,Ordinaria,Municipal,Rural,Costa,Virtual,Vespertina,Activo
369,I00000370,Unidad Educativa Ángela Gonzáles,Ordinaria,Fiscal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
370,I00000371,Unidad Educativa Miguel Romero,Artistica,Particular,Urbano,Costa,Semipresencial,Matutina,Activo
371,I00000372,Unidad Educativa Omaira Mora,Popular Permanente,Particular,Rural,Sierra,Presencial,Matutina,Activo
372,I00000373,Unidad Educativa Jenny Vera VI,Especial,Fiscomisional,Urbano,Sierra,Semipresencial,Matutina,Inactivo
373,I00000374,Unidad Educativa Lizeth Niño III,Popular Permanente,Fiscomisional,Rural,Sierra,Semipresencial,Matutina,Inactivo
374,I00000375,Unidad Educativa Zulma Muñoz I,Ordinaria,Municipal,Urbano,Sierra,Virtual,Matutina,Activo
375,I00000376,Unidad Educativa Carmen González VI,Ordinaria,Fiscomisional,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
376,I00000377,Unidad Educativa Andrea Bolaños IV,Ordinaria,Fiscomisional,Urbano,Sierra,Presencial,Vespertina,Inactivo
377,I00000378,Unidad Educativa Adriana Morales I,Especial,Fiscal,Urbano,Costa,Presencial,Matutina,Inactivo
378,I00000379,Unidad Educativa Rosa Patiño III,Especial,Particular,Urbano,Costa,Semipresencial,Vespertina,Activo
379,I00000380,Unidad Educativa Carmen Romero V,Popular Permanente,Fiscal,Urbano,Sierra,Virtual,Matutina,Activo
380,I00000381,Unidad Educativa Elizabeth Erazo V,Popular Permanente,Fiscomisional,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
381,I00000382,Unidad Educativa Daniel Prieto I,Popular Permanente,Fiscomisional,Urbano,Sierra,Presencial,Matutina,Activo
382,I00000383,Unidad Educativa Javier Quintero III,Ordinaria,Municipal,Urbano,Sierra,Virtual,Matutina,Inactivo
383,I00000384,Unidad Educativa Jorge Hurtado,Especial,Municipal,Rural,Costa,Virtual,Matutina,Activo
